,snapshot_id,anxiety,Text,anxiety_level
80,9767765376628075157,1.1428571428571428,Always a good time with Paw Paw. Missing you tons every day 😞😢 Doesn’t get any easier.,Low
81,9767765376628075157,1.1428571428571428,"Finallyyyyy getting rid of toys and decluttering the rooms! I feel so much better now that it’s done! I’m one room down, 2 to go 😒",Low
82,9767765376628075157,1.1428571428571428,Room 2 DONE! And no more toys for my kids. Eveeerrr..... 5 years worth of toys gone!,Low
83,9767765376628075157,1.0,All my friends are having babies and I’m dying with baby fever 😩 I need lots of baby cuddles! So sad knowing my babies are growing up and I won’t be having anymore 😞,Low
84,9767765376628075157,1.0,5 months old. Giving mommy kisses 💖😍,Low
85,9767765376628075157,1.0,Sooooo perfect!!! HUGE congrats to our best friends!!! Miss Cora Rose is absolutely perfect. You guys did amazing! I can’t wait to watch you guys become the best parents to her. You’re going to do great! Already so in love with her and her chubby cheeks 😍,Low
86,9767765376628075157,1.0,Miss you more everyday. 💚 never gets easier. 😢💔  Best man I know.,Low
88,9814759411577815257,3.2857142857142856,Cinnamon rolls. From scratch after 3 hours of work.  Chad William DeVoe says they are like cinnabon,High
90,9874253110996873329,1.4285714285714286,"Wonderful candid shot of us looking at our favorite piece at the student show opening at the Snite Museum last night. 28 years of looking at art together, 23 of them as a married couple, as of next week.",Low
91,9874253110996873329,1.4285714285714286,"Here she is, the third generation. We''re so proud of her!. We believe in Notre Dame. It''s not perfect, but it gets better every day. It''s better now than it was in 1955 when my Dad graduated. It''s better than it was in 1990 when we graduated. One thing hasn''t changed. It''s continuing to produce generations of people (including so many dear to me from the class of 1990) who make the world better and who are formed by our unique mission: to be a place where learning becomes service to justice.",Low
92,9897582009808093798,1.4,Starting a new fitness routine tomorrow...these first few weeks are going to be brutal 😏😏😏. #doitforthecroptop,Low
93,9897582009808093798,1.5,We made it! Can't wait to see the family tomorrow!!!,Low
94,9947909773924817241,1.3333333333333333,"Amazing news.....surgery was a huge success!!  The tumor we thought was attached to her colon was actually on her right ovary. That got taken outta there...5lbs out of her belly. Cut a section of her colon out that had cancer, but no bag was needed. She did great!!! Thank you all so much for the prayers and kind words. God truely is looking over her!",Low
95,9947909773924817241,1.3333333333333333,We could really use the power of prayer today for surgery to go well for Brian's mom. It's scary for all of us. I am sure things will go just fine but cancer is so unpredictable. We love you momma...u got this!,Low
96,9947909773924817241,1.3333333333333333,Just went back for surgery. Min of 2 hours is what we were told...will keep ya'll posted.,Low
97,9947909773924817241,1.8,They took momma to the Critical Care Unit at 2 a.m. this morning. She isn't doing very well at this point. Unable to keep her blood pressure steady. Cancer won this battle and her body is giving up. Doctor's say she won't make it through the day. We are making sure she is very comfortable and in no more pain. Lots of tears but happy she is able to go home with her parents soon. God will be getting another angel. We love you so much Teresa Stark. You have put up one hell of a fight and we are so proud of you.,Low
98,9947909773924817241,1.8,"I have to say that I have some of the most amazing friends!! Bringing us dinner, helping with funeral arrangements, and just being there for us. Thank you all so much!!!",Low
99,9947909773924817241,1.8,You all are incredibly kind. Thank you for all of your support. She is still hanging in there right now. She is a tough one for sure. We will keep everyone posted.,Low
100,9947909773924817241,1.5,"If anyone has a story about Teresa Stark they would be willing to share at her service, please stand up and share it with us. It would mean the world to Brian and the family. Thank you!!!",Low
102,9999675168960522942,2.0,"Anora is off on her adventure to Fiji to live in the moment!  (No cell phones or watches allowed)  Scuba diving, snorkeling, white water rafting, surfing, sailing, hiking, and 3 days of community service in a village only accessible by river.",Low
103,9999675168960522942,1.1428571428571428,Getting a little sight seeing in (post rain) while in St. Louis. Visited the top of the arch.,Low
104,9999675168960522942,1.1428571428571428,"More sightseeing in St. Louis today. We went to the City Museum which is super cool. Pieces of it look like the inside of Hogwarts with crazy staircases. Also, there was a 10 story slide, tons of places to climb, crawl, and explore.",Low
105,9999675168960522942,1.1428571428571428,This post is brought to you by St. Louis. Quinn is fencing here this week at summer nationals (and unrelated a thunderstorm just started rolling through),Low
106,9999689421615292586,1.0,Happy anniversary to my wonderful wife!  Glad we could get some time away.  Love you lots!!,Low
107,9999689421615292586,1.0,Headed to Maryland!   It’s been too long!!,Low
108,9999689421615292586,1.0,Love me some beach!!,Low
109,9999689421615292586,1.1666666666666667,An early Father’s Day gift from the wife!  I’m not complaining!!   Love you Michelle Kaufman Strite!,Low
110,9999689421615292586,1.1666666666666667,Six years ago I hung up my gear.   Good times with some great guys!,Low
111,9999689421615292586,1.4,One hour down of riding with a newly permitted driver......and we both survived!!,Low
112,9999689421615292586,1.4,Would have been better without the rain issues but we still had fun. Ethan likes to get up there whenever he has a chance.,Low
113,9999689421615292586,1.6,Happy birthday to my wonderful wife!  You help keep me sane and headed in the right direction.   Love you lots Michelle Kaufman Strite!,Low
114,9999689421615292586,1.6,Before and after!  Lots of planning and effort went into getting our church’s media and sound board upgraded.  Great job by ASG with all of their help in getting things set up and configured.  Can’t wait to log some time on it!!,Low
115,9999689421615292586,1.1666666666666667,Counting down the hours til Aidan hits the ground!  Will be good to get him back state side safe and sound!!,Low
116,9999689421615292586,1.1666666666666667,Just didnât think the souvenirs was going to include the 90+ degree temps!,Low
117,10058591480503807731,1.8333333333333333,"SBN -> ATL -> BHM. See you soon, Sweet Pea😘",Low
118,10058591480503807731,1.5714285714285714,IND —> LAS,Low
119,10058591480503807731,1.5714285714285714,Birthday dinner with Sweet Pea🎂,Low
120,10058591480503807731,1.5714285714285714,One more celebration dinner for good measure😉,Low
121,10058591480503807731,1.5714285714285714,Closing out our celebration with Absinthe.,Low
122,10058591480503807731,1.5714285714285714,Friday’s read. . Airport reading - a book about mothers in honor of Mother’s Day.   Sort of😉,Low
123,10058591480503807731,1.5714285714285714,Headed back to SB by way of Indy. . LAS —> IND,Low
124,10058591480503807731,1.8571428571428572,"Up, up, and away.  . ORD —> LHR",Low
125,10058591480503807731,1.8571428571428572,"Dinner and then theatre.  It’s a beautiful, sunny day in London.",Low
132,10059578009706182307,2.0,"Yesterday, this girl loaded a raft to camp to have adventures.  Part of me wanted to keep her home where I could keep a careful watch, but doing that would prevent her from growing and becoming an even greater version of herself.  . Have fun sweet girl! ☀️💕",Low
135,10059578009706182307,1.3333333333333333,"13 years, and four kids later I wouldn’t have it any other way.  Nothing like a sweaty workout Crossfit South Bend to celebrate.  . Derek Richard Dreher your my G.O.A.T. 🐐💕",Low
136,10069769855389020912,1.0,Imani graduated with not one but two graduate degrees. Here she is getting her Master of Science in criminal justice,Low
137,10069769855389020912,1.0,Passenger from hell. Why oh why do we have to hear your whole conversation on the WHOLE flight? Oh...you are drunk. Should have known. I wish I was in the back with the crying baby...,Low
138,10069769855389020912,1.3333333333333333,Was on a 7:25pm flight. I could have stayed my behind at home and finished the laundry with this delay. Smh.,Low
139,10069769855389020912,1.1666666666666667,"In Philadelphia for work and #dinerenblancphilly is happening right outside.  @ The Ritz-Carlton, Philadelphia",Low
140,10156467243497339919,2.0,"Thinking back to last weekend and this fabulous wedding.... Congrats again Cam and Jenna!! 🥂💕 @ Vancouver, British Columbia",Low
142,10156467243497339919,1.5,Happy anniversary to this guy! @dorncolin So many trips and experiences these past 6 years - here's to many more ✈️🏔🏌️‍♂️🏌️‍♀️☀️,Low
143,10156467243497339919,1.5,Weekend at the Lake ☀️🌊⛳️ @ Veranda Beach,Low
144,10190405727102355072,1.0,Crossed Machu Picchu off the list. Truly astonishing!,Low
145,10190405727102355072,1.6,Adventures in Sacred Valley.  Lunch suspended from a mountain and hike to Perolniyoq waterfall,Low
146,10218374518126117174,1.8333333333333333,First stop in Fredericksburg!,Low
147,10218374518126117174,1.0,Celebrating 3 years with my bozo!,Low
148,10218374518126117174,1.5714285714285714,Finally made it to Boulder!,Low
149,10292474067220799953,1.0,The kid travels like a pro. 4 hr delay and not a peep.. just excited to go to his birth city! H-Town on our way!,Low
150,10292474067220799953,1.0,"Milo reconnected with his first love, we had some cousin love, sister love and late night shenanigans. Great trip! Thanks H- Town! ♥️ @ Missouri City, Texas",Low
151,10292474067220799953,2.0,Some people you wish for they could stay in your child’s life forever. She is one of them. Last day of preschool/ pajama party. Thank you for loving him so much Mrs. Gio!,Low
152,10292474067220799953,2.0,Some people you wish could stay in your child’s life forever. She is one of them. Last day of preschool/ pajama party. Thank you for loving him so much Mrs. Gio!,Low
153,10292474067220799953,1.5,When waking up at 7am on your vacation is worth it!!! 💥💪🏼🇧🇪👹♥️ #tousensemble #reddevils  @ Grand Cayman,Low
154,10292474067220799953,1.5,"Thunder and lightning in Miami, crazy storm, all runways shut down. This kid could not care less.. iPad heaven 🙄.",Low
155,10292474067220799953,1.4,Ultrasound -  9am - 3pm - in paradise. 🤔🙋🏻‍♀️,Low
156,10292474067220799953,2.0,Thank you 🙌🏽👹♥️🇧🇪 #tousensemble #proud,Low
157,10292474067220799953,1.0,"And off she goes again... bye Oma, see you in 2 weeks in 🇧🇪! ♥️✈️",Low
158,10292474067220799953,1.6666666666666667,"Happy 1st wedding anniversary! Looking back through these photos made me smile, such good memories! Enjoy Catalina love 🐦! ♥️ from all of us! Jenna Marie Sharer Ian Klumpp",Low
159,10292474067220799953,1.3333333333333333,"Ready for flight #1 out of 3. Hoping the good spirits are still with us after a 20hr trip! Chill the rosé and the beer, and have some pistolets in the house you Belgians, because The Rockowitz’s are coming! ♥️🇧🇪",Low
160,10292474067220799953,1.3333333333333333,Two hour delay on a 90 degrees plane from Dallas to London made us miss our flight to Belgium. Stuck at the London airport for 8 hrs. Everybody seems to be worried how Milo is doing... he is dining with a view of planes and his iPad aka 5 yr old heaven! (His parents are doing ok as well hence the 2 wine glasses on the right side of the picture) 🤙🏽,Low
161,10292474067220799953,1.3333333333333333,Dallas âï¸ðð½ next stop London,Low
162,10371803919951798113,1.75,Round 1 of KCCC dodgeball done.  Single elimination bracket coming next week 😀,Low
163,10378176119532491055,1.6666666666666667,Notre Dame's IT Department came in at #15 overall for large size organizations and #1 for higher education IT departments. #NotreDame #IWorkHere,Low
164,10378176119532491055,1.8333333333333333,"Employee Resource Groups had lunch at the Stadium today. Touched the sign and the fifty yard line, pretty awesome day.",Low
165,10378176119532491055,1.5714285714285714,Great day at Silver Beach!,Low
166,10383361249394530322,1.1428571428571428,5am wake up call. #graduationmarshall,Low
167,10386539535195035903,1.1666666666666667,And so it begins!! Much excite!. #prusa3d #prusai3mk3 #amexcite #muchexcite #3dprintingadventure #3dprinting #3d,Low
168,10420261905858753104,1.7142857142857142,Low key 11-year anniversary. We celebrated with donuts 🍩💕,Low
169,10439117077451641565,1.6666666666666667,Employee appreciation day. Thanks Kunz Leigh & Associates. #BreakfastByBoss,Low
170,10439117077451641565,1.6666666666666667,Thank you Kunz Leigh & Associates for the pies on Pi day!,Low
171,10562010133649225847,1.1666666666666667,Stress Reliever - absolutely gorgeous days with granddaughters,Low
172,10562010133649225847,1.8,"Annual picnic - all 10,000 close friends and I",Low
173,10582291978420212548,2.0,"Dream is 7 night Mexico cruise with wife and kids. We enjoy all fun events together, would love a cruise.",Low
174,10582291978420212548,2.0,Mexico cruise with wife and kids. We want to enjoy the fun together.,Low
175,10603361909097036820,1.1666666666666667,My cousin Vince was a great kid and a joy to everyone in our family. Please help us honor his memory by taking some time to read a little bit more about his story.,Low
176,10628342999142943455,1.7142857142857142,It’s been so fun to be a part of this show! Performances are next week. I’ll also be singing the national anthem at a South Bend Cubs game on July 2nd at 7:30pm...there will be fireworks after the game! Would love to see you there!,Low
177,10633860493387800206,1.2,Teva and I got a new sport ⬇️,Low
178,10633860493387800206,1.75,Great Memorial Day weekend with great people.  Grateful for the freedoms I have. . Always fun getting back to the Black Hills!,Low
180,10642670384768572318,2.0,"I needed three water stops, but I was able to run more than five miles for the first time since Boston.  Thank God my knees and lungs are back to functioning with something approximating normalcy.  Celebrating with Rebekah and Joe.",Low
181,10724892303697623593,1.8333333333333333,Doing another race soon!,Low
182,10724892303697623593,2.0,Waiting out the rain for a 5K #pawvalley5k #lawrenceks,Low
183,10724892303697623593,1.8333333333333333,Gieringers Family Orchard & Berry Farm was awesome!!,Low
184,10724892303697623593,1.0,Good morning!!! #starsandstripes5k,Low
185,10729524556661174446,1.7142857142857142,Happiness is discovering the bike trail behind your new house!!  😍😍,Low
186,10729524556661174446,1.4285714285714286,Looking for recommendations to assess foundation issues and water leakage in basement. I'm so worried about scammers.  :-/,Low
187,10729524556661174446,1.4285714285714286,Visiting IU with my new Hoosier. 🤗,Low
188,10729524556661174446,1.6666666666666667,"What a crazy fun night! Supposed to go out with 6 ended up with 11. Visited Bodega, Electric Hotel and Prysm #9!  Thanks Joey Giammarino Eeric Boss and Sean Winke. You guys are seriously the BEST! Slammed and still got us in and took care of us. We had a BLAST. 😘😘",Low
189,10729524556661174446,1.1666666666666667,I just got tickets to ND v Michigan on the 40 yard line for face! I LOVE MY JOB! I’m taking Karl to his first game! 🏈,Low
190,10729524556661174446,1.4,Taking this beauty through IU orientation. My pride is over-flowing!!  🤗,Low
191,10729524556661174446,1.2,Ahhhhh. Waking up at 3am and wondering if your newly moved in IU freshman is home safe and realizing you have to cut that panic button from your brain. It’s going to be a long fall semester. 👀 😴,Low
192,10729524556661174446,1.0,Going to officially become an Indiana resident again.....not looking forward to that American Gothic license photo. 😐,Low
193,10729524556661174446,1.0,I’ve been driving for 30 years. Apparently Indiana requires out of state transfers to take their test and I failed it....😑 Seriously Indiana! I do not know the maximum speed on a rural divided interstate hwy and I guarantee no one who hasn’t studied your book does!!!!  And if you can turn onto any lane when turning onto a one way street why is answering the nearest lane wrong???  So annoyed.,Low
194,10735253117254886773,1.5,We are grateful to Best Friends Animal Society for giving us our #hikingbuddy #mhysathepibble #adoptdontshop #savethemall #pitbullsofinstagram #coloradohiking #coloradoliving #nofilterneeded #fallcolors,Low
195,10751444191368504640,2.0,"Well I did something I have been putting off for about a month now. What is it you ask, well I tried on a few pair of jeans I haven't worn in about 2-3 yrs. 1 pair I am not quite ready for ( my favorite pair) but I did get the other 2 on and zipped and i can sit and move in them!!!!! One size down at a time!!!!!!!",Low
196,10751444191368504640,1.2857142857142858,Amazing night at the gym tonight! Always feel amazing when I push myself. After this I am also posting my workout results from Garmin Connect because there is a difference and something I am so proud of!!!!,Low
197,10751444191368504640,1.7142857142857142,So this week has sucked and half of next week will too! Sprained foot on Sunday and no alcohol was involved! So 10 days no gym and trying to balance food without having any physical activity allowed. This has been much more difficult than I thought. I have had more calories daily than I typically do and it just making me depressed.... Restart starts 5/16!,Low
198,10751444191368504640,1.7142857142857142,Thanks ladies! Becca might be taking you up on that next week,Low
199,10751444191368504640,1.2857142857142858,Well weigh in Monday is here and I am down 6.7lbs!!!! I was up 4.6 last week so to lose that and then some is great!!!!,Low
200,10751444191368504640,1.2857142857142858,Some piece of shit stole our grill!!! Fucking assholes,Low
201,10751444191368504640,1.1666666666666667,Thank you all again!!,Low
202,10751444191368504640,1.25,I keep forgetting to post my weigh ins on Monday's but here we go! Week 8 and I am down 1.8 lbs from last week and a total of 9.8 lbs from week 1!!,Low
203,10751444191368504640,1.25,Finally did my measurements tonight an di am down 4.5 in. In 2 months and a total of 19.75 since Feb! . Now to get my ass back in the gym and double  those numbers!,Low
204,10780081909989974884,4.0,Had a great time at the property with friends and family for the last 4 days.,High
205,10780081909989974884,3.0,"Just want to give a shout out to my Iowan friends and family for the hospitality once again during our visit. Although it was a last minute and tough trip, having to say goodbye to our one and only 'Papa'"", he''s now at peace. There will never be another but we will meet again someday.""",High
206,10799191935383703353,1.1666666666666667,"Hudson loved meeting his new little cousin, Annelise, today! She is so sweet! ❤️",Low
207,10841165021793066595,1.8,Back with Kelly’s family swimming in the lake.,Low
208,10841165021793066595,2.0,"My cousin is coming to visit soon!!  So excited!  Circa 1959, Sue.",Low
209,10841165021793066595,1.25,Anniversary flowers!,Low
210,10841165021793066595,1.25,Bucket List item 217 — spending my birthday with mom and cuz at a fun and wild place!!!,Low
211,10841165021793066595,1.25,Fun day in Annapolis.,Low
214,10923945604697554625,1.0,Another fantastic IMSA weekend in Watkins Glen NY. So grateful for such a wonderful long weekend with amazing people.,Low
215,10923945604697554625,1.4,"Off to my family reunion in Grant Park, IL. Excited that my entire imediate family will be there.",Low
217,10943522868092177046,2.0,"Wishing I could go back to this weekend! Had the best time celebrating @johndavidterpo & @anamarie1023 ❤️ Ana you were so beautiful!   @ The Club, Inc.",Low
218,10968756047824078531,1.5,When your basement floods the day before vacation.,Low
219,10968756047824078531,1.5,"Thx everyone.  Definitely not the send off I was hoping for.  Thankfully it was contained to only half the basement and I don't have carpet.  The bigger issue is the repair.  Not going to be fun.  The roots of the tree in my yard have grown and burst through my sewage pipe.  So the repair and replace is not going to be fun. Let's just say, I might need to start playing the lottery, or try for the casino jackpot.  LOL!!!",Low
220,10968756047824078531,1.0,Out and about in the Big Apple. #GirlsTrip #Curlfest2018,Low
221,10968756047824078531,1.0,Fantastic day with my girls.  Now time for some drinks and good eats. #Curlfest2018 #Sisterfriends  #GirlsWeekend,Low
222,10968756047824078531,1.4285714285714286,CHICAGO!! It's been so lovely. You are now on my favorites list.  I hope to see you again soon. 😍,Low
223,10968756047824078531,1.4285714285714286,Nothing better than time with my girls 💜 #GirlsTrip #sisterfriends,Low
224,10968756047824078531,1.4285714285714286,CHICAGO!!! Representing Howard County Alumni at the National Hampton Alumni Association Biennial Conference! 💙 #lovemyHBCU #150Years #ourhomebythesea,Low
