snapshot_id,status,created_date,valence,recency,LifeEventFamily,Anticipation,Intimacy,Scope,age,gender,shipley_vocab,shipley_abs,openness,conscientiousness,extraversion,agreeableness,neuroticism,pos_affect,neg_affect,stai_trait,psqi,education_level,sleep
13543308681200334026,Ongoing,2018-06-30,1,784,Personal,Anticipated,2,2,48.0,Male,36.0,20.0,4.16666666666667,4.91666666666667,4.33333333333333,4.33333333333333,2.4166666666666696,36.0,13.0,31.0,2.0,Graduate Degree,9.0
13543308681200334026,Ongoing,2018-07-24,1,760,Personal,Anticipated,2,2,48.0,Male,36.0,20.0,4.16666666666667,4.91666666666667,4.33333333333333,4.33333333333333,2.4166666666666696,36.0,13.0,31.0,2.0,Graduate Degree,9.75
13543308681200334026,Ongoing,2018-07-30,1,754,Personal,Anticipated,2,2,48.0,Male,36.0,20.0,4.16666666666667,4.91666666666667,4.33333333333333,4.33333333333333,2.4166666666666696,36.0,13.0,31.0,2.0,Graduate Degree,8.5
13543308681200334026,Ongoing,2018-09-12,0,710,Personal,Anticipated,2,2,48.0,Male,36.0,20.0,4.16666666666667,4.91666666666667,4.33333333333333,4.33333333333333,2.4166666666666696,36.0,13.0,31.0,2.0,Graduate Degree,8.25
13543308681200334026,Ongoing,2018-09-07,0,715,Personal,Anticipated,2,2,48.0,Male,36.0,20.0,4.16666666666667,4.91666666666667,4.33333333333333,4.33333333333333,2.4166666666666696,36.0,13.0,31.0,2.0,Graduate Degree,8.5
13543308681200334026,Ongoing,2018-07-16,0,768,Personal,Anticipated,2,2,48.0,Male,36.0,20.0,4.16666666666667,4.91666666666667,4.33333333333333,4.33333333333333,2.4166666666666696,36.0,13.0,31.0,2.0,Graduate Degree,8.5
13543308681200334026,Ongoing,2018-08-17,-1,736,Personal,Anticipated,2,2,48.0,Male,36.0,20.0,4.16666666666667,4.91666666666667,4.33333333333333,4.33333333333333,2.4166666666666696,36.0,13.0,31.0,2.0,Graduate Degree,8.2
13543308681200334026,Ongoing,2018-08-18,0,735,Personal,Anticipated,2,2,48.0,Male,36.0,20.0,4.16666666666667,4.91666666666667,4.33333333333333,4.33333333333333,2.4166666666666696,36.0,13.0,31.0,2.0,Graduate Degree,8.2
13543308681200334026,Ongoing,2018-08-18,0,735,Personal,Anticipated,2,2,48.0,Male,36.0,20.0,4.16666666666667,4.91666666666667,4.33333333333333,4.33333333333333,2.4166666666666696,36.0,13.0,31.0,2.0,Graduate Degree,8.2
13543308681200334026,Ongoing,2018-08-23,0,730,Personal,Anticipated,2,2,48.0,Male,36.0,20.0,4.16666666666667,4.91666666666667,4.33333333333333,4.33333333333333,2.4166666666666696,36.0,13.0,31.0,2.0,Graduate Degree,7.0
13543308681200334026,Ongoing,2018-07-06,0,778,Personal,Anticipated,1,2,48.0,Male,36.0,20.0,4.16666666666667,4.91666666666667,4.33333333333333,4.33333333333333,2.4166666666666696,36.0,13.0,31.0,2.0,Graduate Degree,8.9
13543308681200334026,Ongoing,2018-08-10,0,743,Personal,Anticipated,1,2,48.0,Male,36.0,20.0,4.16666666666667,4.91666666666667,4.33333333333333,4.33333333333333,2.4166666666666696,36.0,13.0,31.0,2.0,Graduate Degree,8.5
13543308681200334026,Ongoing,2018-08-14,1,739,Personal,Anticipated,1,2,48.0,Male,36.0,20.0,4.16666666666667,4.91666666666667,4.33333333333333,4.33333333333333,2.4166666666666696,36.0,13.0,31.0,2.0,Graduate Degree,8.2
13543308681200334026,Ongoing,2018-09-06,1,716,Personal,Anticipated,1,2,48.0,Male,36.0,20.0,4.16666666666667,4.91666666666667,4.33333333333333,4.33333333333333,2.4166666666666696,36.0,13.0,31.0,2.0,Graduate Degree,8.5
13543308681200334026,ended,2018-09-11,1,711,Personal,Anticipated,1,2,48.0,Male,36.0,20.0,4.16666666666667,4.91666666666667,4.33333333333333,4.33333333333333,2.4166666666666696,36.0,13.0,31.0,2.0,Graduate Degree,8.25
13543308681200334026,Ongoing,2018-07-25,0,759,Local,Unanticipated,1,1,48.0,Male,36.0,20.0,4.16666666666667,4.91666666666667,4.33333333333333,4.33333333333333,2.4166666666666696,36.0,13.0,31.0,2.0,Graduate Degree,9.75
13543308681200334026,Ongoing,2018-07-17,1,767,Local,Anticipated,1,1,48.0,Male,36.0,20.0,4.16666666666667,4.91666666666667,4.33333333333333,4.33333333333333,2.4166666666666696,36.0,13.0,31.0,2.0,Graduate Degree,8.5
13543308681200334026,Ongoing,2018-08-15,0,738,School,Anticipated,1,2,48.0,Male,36.0,20.0,4.16666666666667,4.91666666666667,4.33333333333333,4.33333333333333,2.4166666666666696,36.0,13.0,31.0,2.0,Graduate Degree,8.2
13543308681200334026,Ongoing,2018-08-12,0,741,School,Anticipated,1,2,48.0,Male,36.0,20.0,4.16666666666667,4.91666666666667,4.33333333333333,4.33333333333333,2.4166666666666696,36.0,13.0,31.0,2.0,Graduate Degree,8.5
13543308681200334026,Ongoing,2018-07-06,1,778,Personal,Anticipated,2,2,48.0,Male,36.0,20.0,4.16666666666667,4.91666666666667,4.33333333333333,4.33333333333333,2.4166666666666696,36.0,13.0,31.0,2.0,Graduate Degree,8.9
13543308681200334026,Ongoing,2018-07-26,1,758,Personal,Unanticipated,2,2,48.0,Male,36.0,20.0,4.16666666666667,4.91666666666667,4.33333333333333,4.33333333333333,2.4166666666666696,36.0,13.0,31.0,2.0,Graduate Degree,9.75
12676581714475000627,Ongoing,2018-04-25,0,850,Personal,Anticipated,2,2,29.0,Male,35.0,16.0,4.75,4.166666667,3.916666667,4.916666667,1.25,49.0,13.0,20.0,5.0,College Degree,8.0
12676581714475000627,Ongoing,2018-04-26,1,849,Personal,Anticipated,2,2,29.0,Male,35.0,16.0,4.75,4.166666667,3.916666667,4.916666667,1.25,49.0,13.0,20.0,5.0,College Degree,8.0
12676581714475000627,Ongoing,2018-04-29,1,846,Personal,Anticipated,2,2,29.0,Male,35.0,16.0,4.75,4.166666667,3.916666667,4.916666667,1.25,49.0,13.0,20.0,5.0,College Degree,8.0
12676581714475000627,Ongoing,2018-04-24,1,851,Work,Anticipated,1,1,29.0,Male,35.0,16.0,4.75,4.166666667,3.916666667,4.916666667,1.25,49.0,13.0,20.0,5.0,College Degree,8.0
12676581714475000627,Ongoing,2018-04-23,1,852,Personal,Anticipated,1,2,29.0,Male,35.0,16.0,4.75,4.166666667,3.916666667,4.916666667,1.25,49.0,13.0,20.0,5.0,College Degree,8.0
12204601337084291188,Ongoing,2018-03-03,1,903,Local,Anticipated,1,1,37.0,Female,34.0,16.0,4.25,3.166666667,4.333333333,3.166666667,2.25,33.0,12.0,36.0,8.0,Doctoral Degree,8.2
12204601337084291188,Ongoing,2018-02-24,1,910,Work,Unanticipated,2,3,37.0,Female,34.0,16.0,4.25,3.166666667,4.333333333,3.166666667,2.25,33.0,12.0,36.0,8.0,Doctoral Degree,8.0
11721312032604800980,Ongoing,2018-05-27,0,818,Personal,Anticipated,2,2,39.0,Female,38.0,18.0,4.75,4.25,3.083333333,3.416666667,3.833333333,37.0,29.0,54.0,7.0,College Degree,7.188
11721312032604800980,Ongoing,2018-06-01,0,813,Personal,Anticipated,2,2,39.0,Female,38.0,18.0,4.75,4.25,3.083333333,3.416666667,3.833333333,37.0,29.0,54.0,7.0,College Degree,8.333
11721312032604800980,Ongoing,2018-06-11,0,803,Personal,Anticipated,2,2,39.0,Female,38.0,18.0,4.75,4.25,3.083333333,3.416666667,3.833333333,37.0,29.0,54.0,7.0,College Degree,8.167
11721312032604800980,Ongoing,2018-06-27,0,787,Personal,Anticipated,1,2,39.0,Female,38.0,18.0,4.75,4.25,3.083333333,3.416666667,3.833333333,37.0,29.0,54.0,7.0,College Degree,7.375
11721312032604800980,Ongoing,2018-06-13,1,801,Local,Anticipated,1,1,39.0,Female,38.0,18.0,4.75,4.25,3.083333333,3.416666667,3.833333333,37.0,29.0,54.0,7.0,College Degree,8.167
11721312032604800980,Ongoing,2018-06-13,0,801,Local,Anticipated,1,1,39.0,Female,38.0,18.0,4.75,4.25,3.083333333,3.416666667,3.833333333,37.0,29.0,54.0,7.0,College Degree,8.167
11721312032604800980,Ongoing,2018-06-15,0,799,Local,Anticipated,1,1,39.0,Female,38.0,18.0,4.75,4.25,3.083333333,3.416666667,3.833333333,37.0,29.0,54.0,7.0,College Degree,8.167
11721312032604800980,Ongoing,2018-06-19,0,795,Local,Anticipated,1,1,39.0,Female,38.0,18.0,4.75,4.25,3.083333333,3.416666667,3.833333333,37.0,29.0,54.0,7.0,College Degree,8.25
11721312032604800980,Ongoing,2018-06-23,0,791,School,Anticipated,1,2,39.0,Female,38.0,18.0,4.75,4.25,3.083333333,3.416666667,3.833333333,37.0,29.0,54.0,7.0,College Degree,8.25
11721312032604800980,Ongoing,2018-07-03,0,781,Personal,Unanticipated,2,2,39.0,Female,38.0,18.0,4.75,4.25,3.083333333,3.416666667,3.833333333,37.0,29.0,54.0,7.0,College Degree,6.75
11721312032604800980,ended,2018-06-14,0,800,Personal,Unanticipated,1,2,39.0,Female,38.0,18.0,4.75,4.25,3.083333333,3.416666667,3.833333333,37.0,29.0,54.0,7.0,College Degree,8.167
10628342999142943455,Ongoing,2018-05-05,0,840,Local,Anticipated,1,1,36.0,Female,35.0,18.0,4.0,4.33333333333333,4.75,4.66666666666667,1.25,34.0,14.0,27.0,4.0,Graduate Degree,8.5
9999675168960522942,Ongoing,2018-07-04,0,780,Personal,Anticipated,2,2,42.0,Female,38.0,17.0,4.416666667,4.333333333,2.416666667,3.833333333,3.0,29.0,15.0,40.0,8.0,Graduate Degree,8.6
9999675168960522942,Ongoing,2018-07-04,1,780,Personal,Anticipated,2,2,42.0,Female,38.0,17.0,4.416666667,4.333333333,2.416666667,3.833333333,3.0,29.0,15.0,40.0,8.0,Graduate Degree,8.6
9999675168960522942,Ongoing,2018-06-29,0,785,Personal,Anticipated,1,2,42.0,Female,38.0,17.0,4.416666667,4.333333333,2.416666667,3.833333333,3.0,29.0,15.0,40.0,8.0,Graduate Degree,8.0
9999675168960522942,Ongoing,2018-07-03,0,781,Local,Anticipated,1,1,42.0,Female,38.0,17.0,4.416666667,4.333333333,2.416666667,3.833333333,3.0,29.0,15.0,40.0,8.0,Graduate Degree,8.6
10292474067220799953,Ongoing,2018-06-01,1,813,Personal,Anticipated,2,2,37.0,Male,33.0,16.0,3.25,4.416666667,4.333333333,4.916666667,1.75,41.0,15.0,30.0,5.0,College Degree,7.75
10292474067220799953,Ongoing,2018-08-02,1,751,Personal,Anticipated,2,2,37.0,Male,33.0,16.0,3.25,4.416666667,4.333333333,4.916666667,1.75,41.0,15.0,30.0,5.0,College Degree,7.0
10292474067220799953,Ongoing,2018-06-23,1,791,Personal,Anticipated,2,2,37.0,Male,33.0,16.0,3.25,4.416666667,4.333333333,4.916666667,1.75,41.0,15.0,30.0,5.0,College Degree,8.333
10292474067220799953,ended,2018-06-03,1,811,Personal,Anticipated,2,2,37.0,Male,33.0,16.0,3.25,4.416666667,4.333333333,4.916666667,1.75,41.0,15.0,30.0,5.0,College Degree,7.75
10292474067220799953,Ongoing,2018-07-14,1,770,Personal,Anticipated,2,2,37.0,Male,33.0,16.0,3.25,4.416666667,4.333333333,4.916666667,1.75,41.0,15.0,30.0,5.0,College Degree,8.0
10292474067220799953,Ongoing,2018-08-02,0,751,Personal,Anticipated,2,2,37.0,Male,33.0,16.0,3.25,4.416666667,4.333333333,4.916666667,1.75,41.0,15.0,30.0,5.0,College Degree,7.0
10292474067220799953,Ongoing,2018-07-16,1,768,Personal,Anticipated,1,2,37.0,Male,33.0,16.0,3.25,4.416666667,4.333333333,4.916666667,1.75,41.0,15.0,30.0,5.0,College Degree,8.0
10292474067220799953,Ongoing,2018-06-22,0,792,Local,Unanticipated,1,1,37.0,Male,33.0,16.0,3.25,4.416666667,4.333333333,4.916666667,1.75,41.0,15.0,30.0,5.0,College Degree,8.333
10292474067220799953,ended,2018-06-07,1,807,School,Anticipated,1,2,37.0,Male,33.0,16.0,3.25,4.416666667,4.333333333,4.916666667,1.75,41.0,15.0,30.0,5.0,College Degree,8.0
10292474067220799953,ended,2018-06-07,1,807,School,Anticipated,1,2,37.0,Male,33.0,16.0,3.25,4.416666667,4.333333333,4.916666667,1.75,41.0,15.0,30.0,5.0,College Degree,8.0
10292474067220799953,Ongoing,2018-06-26,1,788,Personal,Anticipated,2,3,37.0,Male,33.0,16.0,3.25,4.416666667,4.333333333,4.916666667,1.75,41.0,15.0,30.0,5.0,College Degree,10.0
10292474067220799953,Ongoing,2018-07-29,1,755,Personal,Unanticipated,2,2,37.0,Male,33.0,16.0,3.25,4.416666667,4.333333333,4.916666667,1.75,41.0,15.0,30.0,5.0,College Degree,9.0
10292474067220799953,Ongoing,2018-08-03,1,750,Personal,Unanticipated,2,2,37.0,Male,33.0,16.0,3.25,4.416666667,4.333333333,4.916666667,1.75,41.0,15.0,30.0,5.0,College Degree,7.0
10841165021793066595,Ongoing,2018-06-16,0,798,Personal,Anticipated,2,2,62.0,Female,37.0,21.0,4.166666667,2.25,2.75,4.916666667,2.333333333,25.0,19.0,40.0,6.0,Graduate Degree,8.0
10841165021793066595,Ongoing,2018-07-08,1,776,Personal,Anticipated,2,2,62.0,Female,37.0,21.0,4.166666667,2.25,2.75,4.916666667,2.333333333,25.0,19.0,40.0,6.0,Graduate Degree,8.0
10841165021793066595,Ongoing,2018-07-01,1,783,Personal,Anticipated,1,2,62.0,Female,37.0,21.0,4.166666667,2.25,2.75,4.916666667,2.333333333,25.0,19.0,40.0,6.0,Graduate Degree,7.0
10841165021793066595,Ongoing,2018-07-06,0,778,Personal,Anticipated,1,2,62.0,Female,37.0,21.0,4.166666667,2.25,2.75,4.916666667,2.333333333,25.0,19.0,40.0,6.0,Graduate Degree,8.0
10841165021793066595,Ongoing,2018-07-06,0,778,Personal,Unanticipated,2,2,62.0,Female,37.0,21.0,4.166666667,2.25,2.75,4.916666667,2.333333333,25.0,19.0,40.0,6.0,Graduate Degree,8.0
12874079465127791547,Ongoing,2018-07-02,1,782,Personal,Anticipated,2,2,32.0,Female,36.0,16.0,3.833333333,4.0,3.916666667,4.333333333,2.416666667,37.0,16.0,39.0,6.0,Graduate Degree,7.75
12874079465127791547,ended,2018-07-14,1,770,Personal,Anticipated,2,2,32.0,Female,36.0,16.0,3.833333333,4.0,3.916666667,4.333333333,2.416666667,37.0,16.0,39.0,6.0,Graduate Degree,9.0
9547248024793501451,Ongoing,2018-06-04,0,810,Personal,Anticipated,2,2,32.0,Female,37.0,15.0,4.0,4.5,3.083333333,4.75,2.25,35.0,19.0,37.0,4.0,College Degree,8.0
9547248024793501451,Ongoing,2018-06-05,0,809,Personal,Anticipated,2,2,32.0,Female,37.0,15.0,4.0,4.5,3.083333333,4.75,2.25,35.0,19.0,37.0,4.0,College Degree,8.0
9547248024793501451,Ongoing,2018-06-06,0,808,Personal,Anticipated,2,2,32.0,Female,37.0,15.0,4.0,4.5,3.083333333,4.75,2.25,35.0,19.0,37.0,4.0,College Degree,8.0
9547248024793501451,Ongoing,2018-06-07,0,807,Personal,Anticipated,2,2,32.0,Female,37.0,15.0,4.0,4.5,3.083333333,4.75,2.25,35.0,19.0,37.0,4.0,College Degree,8.0
9547248024793501451,Ongoing,2018-06-08,0,806,Personal,Anticipated,2,2,32.0,Female,37.0,15.0,4.0,4.5,3.083333333,4.75,2.25,35.0,19.0,37.0,4.0,College Degree,8.0
9547248024793501451,Ongoing,2018-06-09,1,805,Personal,Anticipated,2,2,32.0,Female,37.0,15.0,4.0,4.5,3.083333333,4.75,2.25,35.0,19.0,37.0,4.0,College Degree,8.0
9547248024793501451,Ongoing,2018-06-10,1,804,Personal,Anticipated,2,2,32.0,Female,37.0,15.0,4.0,4.5,3.083333333,4.75,2.25,35.0,19.0,37.0,4.0,College Degree,8.0
9547248024793501451,Ongoing,2018-06-10,0,804,Personal,Anticipated,2,2,32.0,Female,37.0,15.0,4.0,4.5,3.083333333,4.75,2.25,35.0,19.0,37.0,4.0,College Degree,8.0
9547248024793501451,Ongoing,2018-06-12,1,802,Personal,Anticipated,2,2,32.0,Female,37.0,15.0,4.0,4.5,3.083333333,4.75,2.25,35.0,19.0,37.0,4.0,College Degree,9.0
9547248024793501451,Ongoing,2018-06-14,1,800,Personal,Anticipated,2,2,32.0,Female,37.0,15.0,4.0,4.5,3.083333333,4.75,2.25,35.0,19.0,37.0,4.0,College Degree,9.0
9547248024793501451,Ongoing,2018-06-08,0,806,Personal,Anticipated,2,2,32.0,Female,37.0,15.0,4.0,4.5,3.083333333,4.75,2.25,35.0,19.0,37.0,4.0,College Degree,8.0
9547248024793501451,ended,2018-06-28,0,786,Personal,Anticipated,2,2,32.0,Female,37.0,15.0,4.0,4.5,3.083333333,4.75,2.25,35.0,19.0,37.0,4.0,College Degree,7.5
9677001521580130990,Ongoing,2018-06-22,1,792,Local,Unanticipated,1,1,25.0,Female,37.0,19.0,3.916666667,3.166666667,3.083333333,2.333333333,2.333333333,28.0,25.0,51.0,8.0,College Degree,9.0
9677001521580130990,Ongoing,2018-05-30,0,815,Local,Anticipated,1,1,25.0,Female,37.0,19.0,3.916666667,3.166666667,3.083333333,2.333333333,2.333333333,28.0,25.0,51.0,8.0,College Degree,7.0
10156467243497339919,Ongoing,2018-08-10,0,743,Personal,Anticipated,2,2,29.0,Female,34.0,18.0,2.4166666666666696,4.41666666666667,1.9166666666666696,3.5,2.6666666666666696,25.0,22.0,44.0,5.0,Graduate Degree,9.333
10156467243497339919,Ongoing,2018-06-20,0,794,Personal,Anticipated,2,2,29.0,Female,34.0,18.0,2.4166666666666696,4.41666666666667,1.9166666666666696,3.5,2.6666666666666696,25.0,22.0,44.0,5.0,Graduate Degree,8.375
10156467243497339919,ended,2018-06-08,1,806,Personal,Anticipated,1,2,29.0,Female,34.0,18.0,2.4166666666666696,4.41666666666667,1.9166666666666696,3.5,2.6666666666666696,25.0,22.0,44.0,5.0,Graduate Degree,8.0
10156467243497339919,Ongoing,2018-08-04,0,749,Personal,Unanticipated,2,2,29.0,Female,34.0,18.0,2.4166666666666696,4.41666666666667,1.9166666666666696,3.5,2.6666666666666696,25.0,22.0,44.0,5.0,Graduate Degree,8.0
10780081909989974884,Ongoing,2018-05-31,1,814,Personal,Anticipated,1,2,41.0,Male,27.0,14.0,2.916666667,3.583333333,3.0,3.583333333,3.5,24.0,16.0,54.0,8.0,College Degree,5.0
10780081909989974884,Ongoing,2018-06-14,0,800,Personal,Unanticipated,2,2,41.0,Male,27.0,14.0,2.916666667,3.583333333,3.0,3.583333333,3.5,24.0,16.0,54.0,8.0,College Degree,6.333
13312323589784136826,ended,2018-05-28,1,817,Personal,Anticipated,2,2,57.0,Female,39.0,17.0,4.416666667,4.416666667,4.416666667,4.333333333,1.166666667,42.0,15.0,28.0,9.0,Graduate Degree,11.0
13312323589784136826,Ongoing,2018-06-14,1,800,Personal,Anticipated,2,2,57.0,Female,39.0,17.0,4.416666667,4.416666667,4.416666667,4.333333333,1.166666667,42.0,15.0,28.0,9.0,Graduate Degree,5.5
13312323589784136826,Ongoing,2018-06-13,0,801,Personal,Anticipated,2,2,57.0,Female,39.0,17.0,4.416666667,4.416666667,4.416666667,4.333333333,1.166666667,42.0,15.0,28.0,9.0,Graduate Degree,5.5
13312323589784136826,Ongoing,2018-06-25,1,789,Personal,Anticipated,2,2,57.0,Female,39.0,17.0,4.416666667,4.416666667,4.416666667,4.333333333,1.166666667,42.0,15.0,28.0,9.0,Graduate Degree,9.5
13312323589784136826,Ongoing,2018-07-15,0,769,Personal,Anticipated,2,2,57.0,Female,39.0,17.0,4.416666667,4.416666667,4.416666667,4.333333333,1.166666667,42.0,15.0,28.0,9.0,Graduate Degree,8.5
13312323589784136826,Ongoing,2018-07-16,1,768,Personal,Anticipated,2,2,57.0,Female,39.0,17.0,4.416666667,4.416666667,4.416666667,4.333333333,1.166666667,42.0,15.0,28.0,9.0,Graduate Degree,9.3
13312323589784136826,Ongoing,2018-07-17,1,767,Personal,Anticipated,1,2,57.0,Female,39.0,17.0,4.416666667,4.416666667,4.416666667,4.333333333,1.166666667,42.0,15.0,28.0,9.0,Graduate Degree,9.3
13312323589784136826,Ongoing,2018-06-13,1,801,Local,Unanticipated,1,1,57.0,Female,39.0,17.0,4.416666667,4.416666667,4.416666667,4.333333333,1.166666667,42.0,15.0,28.0,9.0,Graduate Degree,5.5
