EventID	snapshot_id	description	permanent_or_temporary	ended_or_ongoing	end_date	date_confidence	significance	valence	life_event_type	work_perf_impact	DupeStatus	ExcludeCode	UpdatedBeginDate	UpdatedBeginDateCode	UpdatedEndDate	UpdatedEndDateCode	alias	cohort	sentiment	SR_LifeEvent	FinalLifeEvent	FinalLifeEventFamily
571	9395547330938157534	Summer vacation	Temporary	Ended	07/18/2018	High confidence	Moderate significance	Very Positive	personal	Medium positive effect	0.0	0	2018-07-05	0	2018-07-18	0	889103231a5cd42be735764350cf3382	G	1			
573	10533678634222812308	Building second home	Temporary	Ended	10/02/2018	High confidence	Moderate significance	Somewhat Positive	personal	Small negative effect	0.0	0	2018-02-05	0	2018-10-02	0	27e76a2ebbd77b91c42f2f7f81ec9473	G	1			
575	11556656932980204030	Got a pet	Permanent			Moderate confidence	Moderately low significance	Neither Positive or Negative	personal	No effect	0.0	0	2019-02-02	0		0	ba63c498e8574c3be5d32dc0b55b0be2	G	0			
578	13227938653430356229	Divorce Filed by spouse	Permanent			Highest confidence	Highest significance	Extremely Negative	personal	Medium negative effect	0.0	0	2018-12-26	0		0	09303f2fb11830a7d879c93c7bc0906e	G	-1			
582	11389195168866818649	death of sibling	Permanent			High confidence	Moderately low significance	Somewhat Negative	personal	Small negative effect	0.0	0	2018-12-30	0		0	59f13e66c73a52fba21e6fb61f2cdfdb	U	-1			
584	9381952670851740549	Large fight with spouse	Temporary	Ongoing		Highest confidence	Highest significance	Extremely Negative	personal	Large negative effect	0.0	0	2018-12-31	0		0	4dbd01841a26630790cda0b3e00c1dc2	G	-1			
653	13370808519384713343	Adoption of two senior dogs; one died 3 months after we adopted her	Unsure			High confidence	High significance	Extremely Positive	personal	Medium positive effect	0.0	0	2018-03-02	0		0	a3356622e12ecf64550f4f32c848be38	NDL2	1			
654	12525583187851454916	Loss of a pet	Permanent			Moderate confidence	High significance	Very Negative	personal	Small negative effect	0.0	0	2018-06-09	0		0	74dcfc1369e79ae8a1a69a13512773f1	NDL2	-1			
655	13609549683103662755	Daughter left for college	Unsure			High confidence	Moderately high significance	Somewhat Positive	personal	No effect	0.0	0	2018-08-24	0		0	b171fd7c107cfa95c9426e0d820153c0	NDL2	1			
656	9874253110996873329	Oldest child moved out for college	Permanent			Highest confidence	High significance	Neither Positive or Negative	personal	Small positive effect	0.0	0	2018-08-17	0		0	66d6d65d0cd392ecb90a0fd5134ff382	NDL2	0			
661	10963545813178772006	Great Vacation	Temporary	Ended	10/07/2018	Highest confidence	Moderate significance	Very Positive	personal	Small positive effect	0.0	0	2018-09-29	0	2018-10-07	0	1be45fcbe90908430afb4d4fc283650e	NDL2	1			
662	13627757931948708919	Financial issue	Temporary	Ongoing		Moderate confidence	Moderately high significance	Very Negative	personal	Small negative effect	0.0	0	2019-02-01	0		0	a9944871855248e568bbc185cd772925	NDL2	-1			
663	12217909978484959968	Learn to play guitar	Permanent			Moderate confidence	Moderately high significance	Extremely Positive	personal	Medium positive effect	0.0	0	2018-09-10	0		0	91d6093b4c8a4edeaf6920b6657c1e74	NDL2	1			
664	13532496202930885256	Ended a significant relationship and my dog died	Permanent			Moderately high  confidence	High significance	Very Negative	personal	Medium negative effect	0.0	0	2019-01-15	0		0	0f0cf4af63da47f1b2a891feaf11f6f8	NDL2	-1			
667	9332285394675223122	death of close family member	Permanent			Highest confidence	High significance	Somewhat Negative	personal	Medium negative effect	0.0	0	2018-04-29	0		0	1360c116cebd531cdba4f30eedd71143	NDL2	-1			
672	12173290729829297463	Sold/Purchased a home, moved	Permanent			Highest confidence	High significance	Extremely Positive	personal	Small positive effect	0.0	0	2018-04-22	0		0	8f37ec7d3dc810aedb4162f48812ae33	U	1			
674	11312308585007079101	knee injury	Temporary	Ended	09/30/2018	Moderately high  confidence	Moderately high significance	Very Negative	personal	Small negative effect	0.0	0	2018-03-24	0	2018-09-30	0	35c65a0b7c36fdf41b778207706d1938	NDL2	-1			
675	12038394501324737049	took vacation	Temporary	Ended	07/15/2018	Highest confidence	Moderate significance	Very Positive	personal	Medium positive effect	0.0	0	2018-07-04	0	2018-07-15	0	11f8c90a440569b856fe3dd352110078	NDL2	1			
676	13204978042600317933	Got a pet	Permanent			Moderate confidence	Moderately low significance	Very Positive	personal	No effect	0.0	0	2018-06-30	0		0	486cdf7756f3749d4110f6e19609ac38	NDL2	1			
682	10058591480503807731	death	Permanent			Highest confidence	Highest significance	Extremely Negative	personal	Medium negative effect	0.0	0	2018-07-01	0		0	c3e4676442a465b37343402e79aa6294	NDL2	-1			
687	11260127088128216290	Father had heart attack	Temporary	Ended	10/18/2018	Moderately high  confidence	High significance	Very Negative	personal	Medium negative effect	0.0	0	2018-09-18	0	2018-10-18	0	2f4763cab48041507f682ca1cfd5ea6a	NDL2	-1			
688	9511122205939768027	changed churches	Permanent			Moderately high  confidence	High significance	Somewhat Negative	personal	Small negative effect	0.0	0	2018-11-27	0		0	ecbd14cb1f20ff7d541ad71af412bc0e	NDL2	-1			
693	12818672595144110745	European trip	Temporary	Ended	07/06/2018	High confidence	High significance	Extremely Positive	personal	Large positive effect	0.0	0	2018-06-12	0	2018-07-06	0	219e1005445c93c9253c2b86aa7aa918	NDL2	1			
697	13184474104382057515	My dad passed away after a lengthy illness with Alzheimers	Permanent			Highest confidence	Highest significance	Extremely Negative	personal	Large negative effect	0.0	0	2018-08-08	0		0	6f7ec1caf3e9e5658fb815e8bfce6a95	NDL2	-1			
698	13249647788348167634	My sister and her dog moved in with me	Permanent			Highest confidence	High significance	Very Positive	personal	No effect	0.0	0	2018-06-17	0		0	8486059fc090e3426c7683703245a26a	NDL2	1			
699	12489411616709406503	sickness/death of loved on	Temporary	Ongoing		Moderate confidence	Highest significance	Very Negative	personal	Small negative effect	0.0	0	2018-10-01	0		0	de86384c7fb6b8003d85c09c2c995c89	NDL2	-1			
700	10729524556661174446	Moved to Indiana from Michigan	Permanent			Highest confidence	Moderate significance	Extremely Positive	personal	Small negative effect	0.0	0	2018-08-01	0		0	cca69b16d2a8041d3c2c9518489b14ad	NDL2	1			
701	10387610381996061695	Remodeled bathroom	Temporary	Ended	02/25/2019	Highest confidence	Low significance	Somewhat Positive	personal	No effect	0.0	0	2018-11-28	0	2019-02-25	0	b29a3ae5e72472449068ea0d3de5fb8c	NDL2	1			
702	13087083269662434355	Birth of first Child	Permanent			Highest confidence	Highest significance	Extremely Positive	personal	Small negative effect	0.0	0	2018-10-22	0		0	7596e99bcc6bb94c0a18166e1854c08a	NDL2	1			
705	12671267457620732731	Struggled with financial bills	Temporary	Ended	11/02/2018	Moderately high  confidence	High significance	Very Negative	personal	Large negative effect	0.0	0	2018-07-01	0	2018-11-02	0	ad94729bd3b7ff50d165495892cc70aa	U	-1			
706	10378176119532491055	Pregnant	Permanent			Highest confidence	Highest significance	Extremely Positive	personal	Small positive effect	0.0	0	2018-10-20	0		0	40870ddefc8fd6f51bbbbf594e72770d	NDL2	1			
797	11556656932980204030	Child surgery	Temporary	Ended	10/02/2018	Moderate confidence	Moderate significance	Neither Positive or Negative	personal	No effect	0.0	0	2018-10-02	0	2018-10-02	0	ba63c498e8574c3be5d32dc0b55b0be2	G	0			
800	13227938653430356229	Lost custody of children	Temporary	Ended	01/25/2019	Highest confidence	Highest significance	Extremely Negative	personal	No effect	0.0	0	2018-12-21	0	2019-01-25	0	09303f2fb11830a7d879c93c7bc0906e	G	-1			
801	9822004344698628623	Spouse was unemployed	Temporary	Ended	09/15/2018	High confidence	High significance	Very Negative	personal	Small negative effect	1.0	0	2018-05-15	0	2018-09-15	0	71bcb842ed9636672a8fdcaa3085f110	G	-1			
803	11389195168866818649	decided to move and quit job	Permanent			Moderately high  confidence	Moderately high significance	Somewhat Positive	personal	Small negative effect	0.0	0	2018-11-15	0		0	59f13e66c73a52fba21e6fb61f2cdfdb	U	1			
804	10793756826755400014	Had to put pet to sleep	Temporary	Ended	11/07/2018	High confidence	Highest significance	Extremely Negative	personal	Medium negative effect	0.0	0	2018-11-07	0	2018-11-07	0	bf618ad7b3d06f8386becaf9af7edc41	U	-1			
806	10696355564604760435	Air conditioner stopped working	Unsure			Highest confidence	High significance	Very Negative	personal	No effect	0.0	0	2018-06-05	0		0	6dc023489dc9e39dacebd05973e5158c	G	-1			
843	9874253110996873329	Changed churches	Permanent			High confidence	Moderate significance	Extremely Positive	personal	No effect	0.0	0	2018-07-04	0		0	66d6d65d0cd392ecb90a0fd5134ff382	NDL2	1			
844	10628342999142943455	started new relationship	Temporary	Ended	07/05/2019	High confidence	Moderately low significance	Somewhat Positive	personal	Small negative effect	0.0	0	2018-08-08	0	2019-04-10	4	0f134292c8029ccc40dfa5d111ca5922	NDL2	1			
845	9319173084258555363	daughters softball tournament	Temporary	Ended	06/09/2018	Highest confidence	Moderately low significance	Extremely Positive	personal	Medium positive effect	2.0	0	2018-06-01	0	2018-06-09	0	7340b0eae6fffe8c79ca0cf9b840c184	NDL2	1			
847	13532496202930885256	My dog died	Permanent			High confidence	High significance	Very Negative	personal	Medium negative effect	0.0	0	2019-02-15	0		0	0f0cf4af63da47f1b2a891feaf11f6f8	NDL2	-1			
850	12910863550241607318	Quit working out regulary	Unsure			Low confidence	Moderately high significance	Very Negative	personal	Small negative effect	0.0	0	2019-03-15	0		0	492bd81219f19aaa16db636de7959d20	U	-1			
851	13142593565294768598	Daughter studied out of country	Temporary	Ended	05/17/2019	Highest confidence	High significance	Extremely Positive	personal	No effect	0.0	0	2019-01-23	0	2019-04-10	4	44b410d86bb838beaca43324b1dd9ce0	NDL2	1			
854	12038394501324737049	Started coaching basketball	Temporary	Ended	03/17/2019	Highest confidence	Moderate significance	Somewhat Positive	personal	Small positive effect	0.0	0	2018-10-02	0	2019-03-17	0	11f8c90a440569b856fe3dd352110078	NDL2	1			
857	9870990115780796143	Took out loan	Temporary	Ongoing		Highest confidence	Moderately high significance	Somewhat Negative	personal	No effect	0.0	0	2018-06-15	0		0	27401ef51ca85ebde55a6440b5512dc7	U	-1			
858	10391581187184846959	Insurance change	Permanent			High confidence	High significance	Very Negative	personal	Large negative effect	0.0	0	2018-10-01	5		0	8c5aee130e0f0263158bbef1e0c22f88	NDL2	-1			
863	13184474104382057515	Favorite dog passed away	Permanent			Highest confidence	Highest significance	Extremely Negative	personal	Large negative effect	0.0	0	2018-11-17	0		0	6f7ec1caf3e9e5658fb815e8bfce6a95	NDL2	-1			
864	13249647788348167634	Remodeled my kitchen	Permanent			Highest confidence	High significance	Extremely Positive	personal	No effect	0.0	0	2019-01-02	0		0	8486059fc090e3426c7683703245a26a	NDL2	1			
867	12671267457620732731	Lost contact of recent BFF	Unsure			Moderate confidence	Moderate significance	Somewhat Negative	personal	Small negative effect	0.0	0	2018-11-02	0		0	ad94729bd3b7ff50d165495892cc70aa	U	-1			
868	10378176119532491055	Wife's cousin funeral	Permanent			Highest confidence	Moderately high significance	Extremely Negative	personal	Small negative effect	0.0	0	2018-11-15	0		0	40870ddefc8fd6f51bbbbf594e72770d	NDL2	-1			
880	10658758456456794258	11/01/2018	Temporary	Ended		Moderate confidence	Moderate significance	Somewhat Negative	personal	No effect	0.0	0	2018-11-01	0	2018-11-01	1	b1818a7cdd74b4120e309dfdddbe9a0a	U	-1			
925	10614884399639683723	Moving	Permanent			High confidence	Moderately high significance	Somewhat Positive	personal	No effect	0.0	0	2018-07-06	0		0	f72c1e9669b280f227beb190c690355a	G	1			
926	11138690135815004830	Vacation with Family	Temporary	Ended	07/15/2018	Highest confidence	High significance	Very Positive	personal	Small positive effect	0.0	0	2018-07-13	0	2018-07-15	0	aab6e258d3ff8fc4d39c80e1a0be3b15	G	1			
927	13227938653430356229	Regained custody of children	Permanent			Highest confidence	Highest significance	Extremely Positive	personal	No effect	0.0	0	2019-01-25	0		0	09303f2fb11830a7d879c93c7bc0906e	G	1			
928	9822004344698628623	Death of a friend	Permanent			High confidence	High significance	Very Negative	personal	Small negative effect	1.0	0	2019-01-03	0		0	71bcb842ed9636672a8fdcaa3085f110	G	-1			
930	11389195168866818649	daughter moved out	Permanent			High confidence	Moderately high significance	Somewhat Negative	personal	Small negative effect	0.0	0	2018-08-04	0		0	59f13e66c73a52fba21e6fb61f2cdfdb	U	-1			
946	13370808519384713343	Adopted Senior Dog #3	Permanent			Highest confidence	Moderately high significance	Very Positive	personal	Medium positive effect	0.0	0	2018-07-07	0		0	a3356622e12ecf64550f4f32c848be38	NDL2	1			
949	13627757931948708919	Lynne Surgery	Temporary	Ended	10/05/2019	Highest confidence	Moderate significance	Somewhat Negative	personal	Small negative effect	0.0	0	2018-10-02	0	2018-10-05	5	a9944871855248e568bbc185cd772925	NDL2	-1			
953	11312308585007079101	spring break vacation	Temporary	Ended	04/10/2019	Highest confidence	High significance	Very Positive	personal	Small positive effect	0.0	0	2019-04-02	0	2019-04-10	0	35c65a0b7c36fdf41b778207706d1938	NDL2	1			
958	9757296416155556522	Wife's 50th Birthday Celebration	Temporary	Ended	04/07/2019	Highest confidence	Highest significance	Somewhat Negative	personal	Medium negative effect	0.0	0	2019-04-04	0	2019-04-07	0	f62eca6353ef354b8ad8d98463b6995c	NDL2	-1			
959	13249647788348167634	My dog Kye passed away 2 days after I came home from a work conference - he and our other dog Paris had been in a kennel for 4 days while I and my sister (she traveled with me) were in Las Vegas	Permanent			Highest confidence	Highest significance	Extremely Negative	personal	Small negative effect	0.0	0	2019-03-31	0		0	8486059fc090e3426c7683703245a26a	NDL2	-1			
960	10729524556661174446	Sister was diagnosed with breast cancer	Temporary	Ongoing		Highest confidence	High significance	Very Negative	personal	No effect	0.0	0	2018-12-15	0		0	cca69b16d2a8041d3c2c9518489b14ad	NDL2	-1			
962	12671267457620732731	Did not take a vacation after work	Temporary	Ended	04/12/2019	High confidence	High significance	Somewhat Negative	personal	Small negative effect	0.0	0	2018-10-17	0	2019-04-10	4	ad94729bd3b7ff50d165495892cc70aa	U	-1			
969	10658758456456794258	01/15/2019	Temporary	Ended		High confidence	High significance	Very Negative	personal	Small negative effect	0.0	0	2019-01-15	0	2019-01-15	1	b1818a7cdd74b4120e309dfdddbe9a0a	U	-1			
991	10533678634222812308	Mother's illness- started hospice care	Permanent			High confidence	High significance	Somewhat Negative	personal	Small negative effect	0.0	0	2018-09-10	0		0	27e76a2ebbd77b91c42f2f7f81ec9473	G	-1			
994	11138690135815004830	Work field trip	Temporary	Ended	07/24/2018	High confidence	Moderate significance	Very Positive	personal	Medium positive effect	0.0	0	2018-07-22	0	2018-07-24	0	aab6e258d3ff8fc4d39c80e1a0be3b15	G	1			
1005	13370808519384713343	Husband became US citizen	Permanent			Highest confidence	Highest significance	Extremely Positive	personal	Medium positive effect	0.0	0	2018-09-17	0		0	a3356622e12ecf64550f4f32c848be38	NDL2	1			
1006	9319173084258555363	pet diagnosed with heart failure	Temporary	Ongoing		Highest confidence	Highest significance	Extremely Negative	personal	Medium negative effect	2.0	0	2018-10-11	0		0	7340b0eae6fffe8c79ca0cf9b840c184	NDL2	-1			
1007	13627757931948708919	Liz Mental Health	Permanent			Moderate confidence	Highest significance	Extremely Negative	personal	Small negative effect	0.0	0	2018-03-27	0		0	a9944871855248e568bbc185cd772925	NDL2	-1			
1009	11601288366741799203	Make-A-Wish trip	Temporary	Ended	10/29/2018	Highest confidence	Highest significance	Extremely Positive	personal	Small positive effect	2.0	0	2018-10-22	0	2018-10-29	0	9bba5d098a1e8a5e5b1d9a74073941db	NDL2	1			
1010	11312308585007079101	team	Temporary	Ongoing		Moderately high  confidence	Moderately high significance	Somewhat Negative	personal	Medium negative effect	0.0	0	2018-04-10	0		0	35c65a0b7c36fdf41b778207706d1938	NDL2	-1			
1011	13249647788348167634	"My best friend Jim (he had been helping me remodel my home since 2006) basically dropped out of my life when he found out that I was having Lowes do my kitchen.  I paid my friend (against his wishes but he needed the cash) to work on my home - but I was tired of it taking forever to get done so I went to Lowes to get the kitchen finished in a matter of months rather than years.  He didn't say it hurt his feelings, but he suddenly stopped really being ""present""?  I had to go out of my way to have contact.  His birthday is Jan 14, we arranged to go out to eat on 2/14/19 because his SO was going to a concert in Indy.  I spoke to him about the house and my job situation and he got really animated about how I needed to quit my job and move; along with getting really loud.  The next (and last outside of work - he works in a dept that I was in before OIT) I had with him was 3/31/19 - he came over to help me lift Kye (my 90# dog) into the van so I could take him to the Emergency Vet to have him put to sleep."	Unsure			Moderately high  confidence	High significance	Somewhat Negative	personal	No effect	0.0	0	2018-11-01	0		0	8486059fc090e3426c7683703245a26a	NDL2	-1			
1012	12671267457620732731	Took a break from photography hobby	Unsure			Low confidence	Highest significance	Very Negative	personal	Medium negative effect	0.0	0	2018-09-01	0		0	ad94729bd3b7ff50d165495892cc70aa	U	-1			
1029	10614884399639683723	Trip to Europe	Temporary	Ended	06/09/2018	Highest confidence	Moderate significance	Very Positive	personal	No effect	0.0	0	2018-05-26	0	2018-06-09	0	f72c1e9669b280f227beb190c690355a	G	1			
1036	12671267457620732731	Gotten new job	Permanent			High confidence	Highest significance	Extremely Positive	personal	Large positive effect	0.0	0	2018-10-03	0		0	ad94729bd3b7ff50d165495892cc70aa	U	1			
1050	11601288366741799203	Parental leave from birth of child	Temporary	Ended	12/12/2018	Highest confidence	Moderate significance	Extremely Positive	personal	No effect	2.0	0	2018-12-06	0	2018-12-12	0	9bba5d098a1e8a5e5b1d9a74073941db	NDL2	1			
1051	12671267457620732731	Triple booked my Christmas celebration	Temporary	Ended	12/15/2018	Highest confidence	Moderate significance	Somewhat Positive	personal	No effect	0.0	0	2018-12-15	0	2018-12-15	0	ad94729bd3b7ff50d165495892cc70aa	U	1			
1059	11601288366741799203	Travel for medical specialist care	Temporary	Ended	12/20/2018	Highest confidence	Moderate significance	Somewhat Positive	personal	No effect	2.0	0	2018-12-18	0	2018-12-20	0	9bba5d098a1e8a5e5b1d9a74073941db	NDL2	1			
1060	12671267457620732731	Celebrated New Years with best friends	Temporary	Ended	01/01/2019	Highest confidence	Moderately high significance	Somewhat Positive	personal	No effect	0.0	0	2018-12-31	0	2019-01-01	0	ad94729bd3b7ff50d165495892cc70aa	U	1			
1065	11601288366741799203	Christmas holiday	Temporary	Ended	01/01/2019	Highest confidence	Lowest significance	Very Positive	personal	Small positive effect	2.0	0	2018-12-20	0	2019-01-01	0	9bba5d098a1e8a5e5b1d9a74073941db	NDL2	1			
1071	11601288366741799203	Visit to my parents	Temporary	Ended	04/08/2019	Highest confidence	Moderately low significance	Very Negative	personal	No effect	2.0	0	2019-04-03	0	2019-04-08	0	9bba5d098a1e8a5e5b1d9a74073941db	NDL2	-1			
1076	12671267457620732731	Ended therapy	Temporary	Ended	09/01/2018	Moderately high  confidence	Moderately high significance	Somewhat Negative	personal	Medium negative effect	0.0	0	2018-08-31	0	2018-09-01	0	ad94729bd3b7ff50d165495892cc70aa	U	-1			
1080	12671267457620732731	Introduced to mentor	Temporary	Ongoing		Moderately high  confidence	Moderately high significance	Very Positive	personal	No effect	0.0	0	2018-05-30	0		0	ad94729bd3b7ff50d165495892cc70aa	U	1			
1124	13365725616069982555	New Diagnosis	Permanent			Moderate confidence	High significance	Neither Positive or Negative	health	No effect	0.0	0	2019-02-14	0		0	bbcba0f52a8e60ad9d431e55a9c6c360	G	0			
1125	11389195168866818649	lower back pain	Temporary	Ongoing		Moderately low confidence	Moderately low significance	Somewhat Negative	health	No effect	0.0	0	2018-09-13	0		0	59f13e66c73a52fba21e6fb61f2cdfdb	U	-1			
1126	9381952670851740549	Ongoing carpal tunnel issues	Temporary	Ended	01/19/2019	High confidence	Moderately high significance	Somewhat Negative	health	Medium negative effect	0.0	0	2018-08-10	0	2019-01-19	0	4dbd01841a26630790cda0b3e00c1dc2	G	-1			
1146	13370808519384713343	Surgery and biopsy #1	Temporary	Ended	08/21/2018	Highest confidence	Moderately high significance	Neither Positive or Negative	health	No effect	0.0	0	2018-08-20	0	2018-08-21	0	a3356622e12ecf64550f4f32c848be38	NDL2	0			
1148	13609549683103662755	Minor surgery	Temporary	Ended	02/21/2019	High confidence	Moderate significance	Somewhat Positive	health	Small negative effect	0.0	0	2019-02-11	0	2019-02-21	0	b171fd7c107cfa95c9426e0d820153c0	NDL2	1			
1149	9319173084258555363	mcl sprain	Temporary	Ended	12/14/2018	High confidence	Moderately high significance	Somewhat Negative	health	Small negative effect	2.0	0	2018-12-01	0	2018-12-14	0	7340b0eae6fffe8c79ca0cf9b840c184	NDL2	-1			
1151	10677779089133758133	Started the keto diet	Permanent			Highest confidence	High significance	Extremely Positive	health	Medium positive effect	0.0	0	2018-06-04	0		0	a8654fabf16f0d31c6f5a9cc0a59f169	NDL2	1			
1152	12038394501324737049	shoulder physical therapy	Temporary	Ended	02/15/2019	Highest confidence	Moderate significance	Somewhat Negative	health	Small negative effect	0.0	0	2019-01-02	0	2019-02-15	0	11f8c90a440569b856fe3dd352110078	NDL2	-1			
1154	9533211368475515709	recovered from surgery	Temporary	Ended	10/01/2018	Moderate confidence	Moderately high significance	Very Negative	health	Small negative effect	2.0	0	2018-04-13	0	2018-10-01	0	da5d9d03fbb862af5126d3c553e95720	NDL2	-1			
1156	9511122205939768027	Cluster headaches daily	Temporary	Ended	01/24/2019	Moderately high confidence	High significance	Very Negative	health	Large negative effect	0.0	0	2019-01-14	0	2019-01-24	0	ecbd14cb1f20ff7d541ad71af412bc0e	NDL2	-1			
1157	10391581187184846959	2 children mental health complications	Temporary	Ended	11/15/2018	Moderate confidence	Highest significance	Extremely Negative	health	Small negative effect	0.0	0	2018-06-15	0	2018-11-15	0	8c5aee130e0f0263158bbef1e0c22f88	NDL2	-1			
1158	9737927597983071452	Husband stroke	Permanent			High confidence	Highest significance	Very Negative	health	Small negative effect	0.0	0	2018-05-29	0		0	3a2e8f4ddb076d7fcee256ae46b1d110	NDL2	-1			
1160	12818672595144110745	better health	Temporary	Ended	04/01/2019	High confidence	High significance	Very Positive	health	Medium positive effect	0.0	0	2019-01-01	0	2019-04-01	0	219e1005445c93c9253c2b86aa7aa918	NDL2	1			
1161	12489411616709406503	flare up of medical condition	Temporary	Ended	05/01/2019	Moderate confidence	Moderate significance	Somewhat Negative	health	Small negative effect	0.0	0	2019-01-15	0	2019-04-10	4	de86384c7fb6b8003d85c09c2c995c89	NDL2	-1			
