,snapshot_id,Text,day,stress,sleep,anxiety,stress_imputed,sleep_imputed,anxiety_imputed
343,9288569235052076487,Just talked to the doc. Surgery went well. The doc removed the toes and some of the bone below that on the right foot. Doc wants to keep Anthony here on IV antibiotics to make sure the infection is going away. Anthony will get a prothesis and should be able to walk well. Also Anthony will have to have his lung drained again. The docs think the infection in the foot is causing the issue with the lung.,2018-08-14,1.2916666666666665,8.583333333333332,1.0,True,True,True
344,9288569235052076487,Please keep Anthony in your thoughts and prayers today. He's having surgery today to remove scar tissue on his lung so it can expand again.,2018-08-24,1.2916666666666665,8.583333333333332,1.0,True,True,True
345,9288569235052076487,Anthony just went back to surgery. It will be 2-3 hours.,2018-08-24,1.2916666666666665,8.583333333333332,1.0,True,True,True
346,9288569235052076487,Just talked to surgeon and all went well. Removed a lot of scar tissue but Anthony will be able to breathe so much better! So grateful! ððð,2018-08-24,1.2916666666666665,8.583333333333332,1.0,True,True,True
294,9288569235052076487,"After 32 days in the hospital and 2 surgeries, Anthony is finally HOME!!  Thanks so much to all our family & friends for their love, support & prayers!",2018-09-12,1.2916666666666665,8.583333333333332,1.0,True,True,True
347,9288569235052076487,Anthony is back in Memorial Hospital. He has a small spot of osteomyelitis (infection in the bone) in his amputated foot which caused cellulitis (redness & pain in his leg). He's responding well to the antibiotics. Please say a prayer for him.,2018-11-04,1.2916666666666665,8.583333333333332,1.0,True,True,True
297,9288569235052076487,"Anthony came home from the hospital last night. Thank you so much for your prayers, love and support. He has 6 weeks of IV antibiotics but at least he gets to do that at home. ð",2018-11-15,1.2916666666666665,8.583333333333332,1.0,True,True,True
1515,9290546826834334269,Septicflesh... in the flesh! :D . I have waited a very long time to see this INCREDIBLE band. Words cannot describe how happy I was to see them last night. Such an amazing band and show!!! . Bonus: Autographed set list! <3,2018-03-03,1.6666666666666667,11.0,1.3333333333333333,False,False,False
1516,9290546826834334269,Wine tasting adventures with wonderful people <3 . And also Star wars :),2018-05-07,3.0,8.0,2.8,True,True,True
283,9290546826834334269,Work place motivation left by the most amazing person ever ❤❤❤,2018-06-19,3.0,8.0,2.8,True,True,True
1517,9290546826834334269,"GUYS. LOOK. FUN BOOK THING!. I’m looking for people to participate in a huge book exchange. You can be anywhere in the world. All you have to do is buy your favorite book (just one) and send it to a stranger. I''ll send their details through in a private message.. You’ll receive roughly 36 books back to you, to keep. They''ll be favorite books from strangers around the world!. If you are interested in taking part, please comment ‘IN’ below and I''ll send you all the details. . Who doesn''t like books! ALL THE BOOKS!",2018-07-26,3.0,8.0,2.8,True,True,True
1518,9290546826834334269,"What a wonderful weekend celebrating @antenora and her upcoming wedding! I am so happy for her!  @ Minneapolis, Minnesota",2018-09-24,3.0,8.0,2.8,True,True,True
1519,9290546826834334269,"Today I cut off and donated 17 inches of my hair in honor of my Aunt Tamie. It''s been 2 years and 2 days since she left this world and I still miss her everyday. My hair will be donated to the Pantene Beautiful Lengths program which provides real-hair wigs to women fighting cancer. I hope to help these brave women in their battle against cancer, however small the gesture may be. . Now to liven the mood a bit, here are some pros and cons to cutting my hair:. Pros:. I no longer have to buy gallons of shampoo and conditioner.. No longer will I suffocate on my own hair on windy days.. I no longer have to hold my hair to pee. (Yeap. That''s a thing). Cons:. I can''t use my own hair as a scarf anymore so I''ll have to invest in one of those.. I can''t jokingly hang myself with my own hair in long, drawn out meetings.. I love you Aunt Tamie, where ever you are. ❤❤❤",2018-11-11,3.0,8.0,2.8,True,True,True
1520,9290546826834334269,Hehe hehehe HEHEHEHEHE. SURPRISE to my amazing best friend! . I''m so happy to spend thanksgiving with her and her family this year. I''m so thankful to have them all in my life. Words cannot express how much I love them ❤❤❤,2018-11-22,3.0,8.0,2.8,True,True,True
1521,9290546826834334269,"Happy Thanksgiving to my wonder family and friends. I'm so happy to have you all in my life. It hasn't been the easiest year for a lot of us but I am so very thankful to always have my friends and family by my side.  @ Indian Harbour Beach, Florida",2018-11-22,3.0,8.0,2.8,True,True,True
1522,9290546826834334269,"Good Morning Boston! Such a beautiful city. I'm sad I'm only passing through but this has inspired me to make a Boston trip happen soon! @ Boston, Massachusetts",2018-11-27,3.0,8.0,2.8,True,True,True
1523,9290546826834334269,"Christmas eve was a success! I was able to spend the majority of the day with my childhood best friend, revisiting our childhood homes and exploring different parts of Lancaster/little rock. Then I got to have a lovely dinner with my family, a white elephant exchange with our Grandpa, and a night of games with the family. I hope everyone had a wonderful day, merry Christmas eve!",2018-12-25,3.0,8.0,2.8,True,True,True
1524,9290546826834334269,Had an amazing time at the Garmin Winter Event! I love my Garmin family and I'm so thankful to be surrounded by so many wonderful people. ❤❤❤ Happy 30 years Garmin!!!,2019-01-13,3.0,8.0,2.8,True,True,True
1525,9290546826834334269,"I had a wonderful day today. I was surprised with these beautiful flowers first thing in the morning from my Aunt Suzie and Uncle Troy. Throughout the day I was showered with birthday wishes and love by my wonderful friends and family. I got spend time my friend Mason and have amazingly unhealthy but delicious pancakes. I finished the day relaxing and doing what I love; Gaming. . It''s strange how much a person can change in just a years time. Last year I felt more lost than I have ever been, but today, after what seems like forever, I am finally myself again. Thank to my best friend for helping me get through this past year, thank you to my family who are always there for me, and thank you to my fantastically incredible friends who continue to brighten my world. I love you all very much. ❤️❤️❤️",2019-02-01,3.0,8.0,2.8,True,True,True
1526,9290546826834334269,I have the most amazing friends! We danced and laughed the night away and I had an amazing time. I'm so lucky to have these amazing people in my life!!! ♥️♥️♥️,2019-02-03,3.0,8.0,2.8,True,True,True
947,9297296870223784228,12 years and going strong!  Happy Anniversary Alexis Hewes,2018-03-11,2.75,9.5,2.5,False,False,False
1511,9298245001503765339,At lily lake near Estes Park.,2018-07-31,2.3333333333333335,9.0,1.3333333333333333,True,True,True
1512,9298245001503765339,Rocky Mountain National Park,2018-08-01,2.3333333333333335,9.0,1.3333333333333333,True,True,True
1513,9298245001503765339,This guy was just chillin at the top of the trail at the Alpine Visitors Center at Rocky Mountain National Park.,2018-08-02,2.3333333333333335,9.0,1.3333333333333333,True,True,True
1514,9298245001503765339,"Sara Lilley Clark is home and the surgery went fine. She is in some pain and a bit nausious, but otherwise is doing fine.",2018-12-14,2.3333333333333335,9.0,1.3333333333333333,True,True,True
1383,9319173084258555363,Donato off to start his kindergarten career,2018-08-17,1.4,7.666666666666667,1.3333333333333333,True,True,True
1384,9319173084258555363,"Last Disney trip, looking forward to going back",2018-10-26,1.4,7.666666666666667,1.3333333333333333,True,True,True
975,9355326612845965248,"Room available in 2br in boulder! ~$910/month with utilities. Private room, bath, and walk in closet. See more in the post below..",2018-11-29,2.6,6.875,2.0,True,True,True
421,9375233188731768809,This is how I know I really love programming and big data: I am still programming at 3:00 A.M. and I have full day classes start at 10:00 AM this upcoming morning 😉,2018-03-03,1.0,7.0,1.0,True,True,True
149,9381952670851740549,"Arrived in Orlando, Florida. Too bad I won’t have any time to go see the ocean. 😞. Time to get my asset management on at the IAITAM spring conference!",2018-05-07,2.3333333333333335,8.166666666666666,1.6666666666666667,False,False,False
153,9381952670851740549,Another amazingly beautiful day in florida.,2018-05-08,2.3333333333333335,7.75,1.6666666666666667,False,False,False
154,9381952670851740549,Whew!  Just finished presenting at a session on risk management.  It went really well!   I didn’t die and no one booed. :),2018-05-08,2.3333333333333335,7.75,1.6666666666666667,False,False,False
1138,9381952670851740549,"4 years ago today, our flight home was cancelled and we got stuck in Hawaii and extra day. It was one of our favorite days of the whole vacation. :)",2018-05-29,1.6666666666666667,9.5,1.3333333333333333,False,False,False
1139,9381952670851740549,Look at how skinny I was!  And dirty. Ugh. Moving dirt was a good workout. :),2018-06-01,1.8333333333333333,9.333333333333334,1.3333333333333333,False,False,False
1140,9381952670851740549,Wow. Greenhouse location number 2. We put a lot of effort into this foundation but ultimately decided to move it again when we redid the patio.,2018-07-30,2.0,8.9,1.3333333333333333,True,True,True
1141,9381952670851740549,First coat of mud is done.  It went pretty well so far. We will see how coats 2 and 3 go before I decide if I’m going to just give up and cover it all with paneling to hide my mudding job.,2018-09-17,2.0,8.9,1.3333333333333333,True,True,True
1142,9381952670851740549,"Got the flooring done in the laundry room and the larger den space in the basement. Some trim work tomorrow and the basement finishing is finished!  Also, laying flooring is exhausting!  I’m so sore!  Ugh. I need better knee pads...",2018-09-24,2.0,8.9,1.3333333333333333,True,True,True
1143,9381952670851740549,This was a fun trip. We need to do this again but without Cassey getting that rare illness from the cave mold.,2018-10-12,2.0,8.9,1.3333333333333333,True,True,True
398,9381952670851740549,I bought a car!!  It’s been over 3 years since I’ve owned one. It feels strange after not for so long. It’s a 2008 Toyota Prius.  So many buttons!,2018-10-27,2.0,8.9,1.3333333333333333,True,True,True
170,9381952670851740549,"Bought a car, time to sell the motorcycle....",2018-10-28,2.0,8.9,1.3333333333333333,True,True,True
1144,9381952670851740549,Packing day!  We pack the moving truck today but closing was delayed till Tuesday so it will sit for an extra day before we actually move in.  It will give us an extra day to clean and pack anything that doesn’t fit into the truck.,2018-11-18,2.0,8.9,1.3333333333333333,True,True,True
1145,9381952670851740549,"House buying isn’t going well. Closing has been delayed again. Looks like after thanksgiving now.  This will be the fourth time I’ve had to sign an extension.  Long story.  Anyway. The seller has allowed us to rent the house until we close so we did get to start unpacking yesterday so I can finally return the moving truck today. . Also, the neighbor has a pet chicken they let run around in the driveway.  I kind of want a pet chicken now.",2018-11-21,2.0,8.9,1.3333333333333333,True,True,True
399,9381952670851740549,We bought a house!  Rented for a full week. So glad that’s over.  Time to start renovations!!,2018-11-26,2.0,8.9,1.3333333333333333,True,True,True
513,9381952670851740549,"Kitchen renovations are getting serious.  Also, removing a tile floor sucks. I don’t suggest it.  Thank you for all the help Scott, James, and Timothy!!. Also, had to buy a larger air compressor to run the air hammer. Yay for new tools!!",2018-12-10,2.0,8.9,1.3333333333333333,True,True,True
1617,9385868890389771155,"My hunny bunny 🍯🐰, meri jaan, my not so little sister got out ❤️❤️ another Chawla Comp Sci Yellowjacket (with highest honors 🤓) added to the working world!!! Couldn’t be prouder of her or more thankful for the support of our family for putting two girls through the best school in the nation 🐝 #gojackets #shegotout @ Georgia Institute of Technology",2018-05-06,2.1666666666666665,5.5,1.6666666666666667,False,False,False
1618,9385868890389771155,"an evening in Paris 🎥  @ Eiffel Tower, Paris",2018-08-12,1.8166666666666667,7.75,1.6,True,True,True
1619,9385868890389771155,found the Swiss equivalent of Stone Mountain,2018-08-14,1.8166666666666667,7.75,1.6,True,True,True
419,9385868890389771155,"Find what makes you happy and keeps you moving 💃🏽. .. Last March, I joined LA Fitness and immediately fell in love with V’s poppin, energetic Zumba class and that’s what kept me active while I lived in Marietta through December. She changed my life and empowered the women in her class to be sexy, to be better, and to embrace themselves. While I left LA Fitness when I moved, I had to go today because it was her last Zumba class ❤️ #senti but obligatory bc she showed me what it’s like to be #feelinmyself",2018-08-22,1.8166666666666667,7.75,1.6,True,True,True
1620,9385868890389771155,"Thanks Honey for sponsoring my week in Seattle since I left all my cards in Atlanta 😅 I took 0 pics of us so here’s one from London, where the weather is so similar we might as well have been there",2018-11-24,1.8166666666666667,7.75,1.6,True,True,True
856,9436641396735494745,"Day one of our major upgrade project: 20,328 steps. Not bad. https://t.co/YDCtjzfJ0c",2018-05-15,2.3333333333333335,7.5,1.0,False,False,False
930,9436641396735494745,And I just finished Method Manâs Burn Notice episode while unpacking this afternoon. Two sightings in one day!,2018-07-28,1.8333333333333333,7.375,1.0,True,True,True
857,9436641396735494745,"Just reading about the Maryland tribute to a fallen teammate and the Texas response. Thanks, Texas. That was classy.",2018-09-02,1.8333333333333333,7.375,1.0,True,True,True
858,9436641396735494745,"reFUEL 2019 is almost here! 7th grade and up, young adults, and youth workers, this weekend is for you!  Make plans now to join us for Mission Report at Camp Mack in Milford, Indiana on January 18-20, 2019. Seth Ross will be leading the sessions, following up on the FUEL 2018 theme of Mission. The event gets started at 7 pm Friday and ends at 11 am on Sunday.  . If you enroll and pay by December 17th, the price is $105. On December 18th, the price goes up to $130. Register at isc.register-online.org (if you have registered for other events on this site, be sure to use your existing login). Each youth worker bringing four or more students can get their enrollment cost reduced to $65*. . Zack, Elleigh, and Jon will be glad to answer questions. Just send a note to isy-leaders@googlegroups.com or call/text the reFUEL team:.      Zack Dylewski (574-229-7670).      Elleigh Dylewski (574-261-9940).      Jon Cheatwood (678-357-7693). * or you can choose to have your picture taken with the President . .. .. .. .. .. .. .. .. of Atlanta Bible College.",2018-11-02,1.8333333333333333,7.375,1.0,True,True,True
512,9436641396735494745,"Door redesign, with an addition or two.",2018-11-21,1.8333333333333333,7.375,1.0,True,True,True
859,9436641396735494745,"Mission Report 2019, session one. #reFUELMR19. #ISY. #TPYM",2019-01-19,1.8333333333333333,7.375,1.0,True,True,True
953,9476057976865553913,"Ethan and the rest of these Olathe HS French class students are off for their 16 day 'tour de France'""!  Normandy, Paris, and a few points between.  (He''s 4th from left in the back row)""",2018-05-29,1.6666666666666667,7.5,1.8333333333333333,False,False,False
1056,9480035759041961272,So happy for my best friend’s graduation today. Seattle and Boeing will be better because of him.,2018-05-12,1.6,7.666666666666667,2.0,False,False,False
1057,9480035759041961272,They grow up so fast. 😭 Star passed her first day of school with flying colors.,2018-05-14,1.8,8.0,2.0,False,False,False
550,9480035759041961272,After flying to and from Dallas for work today:. Me: What are you having for dinner?. Justin: Probably nothing.. Me: I''m sorry I didn''t make anything.. Justin: Don''t take responsibility for the men in your life being lazy.. Me:,2018-09-28,1.8,8.25,2.0,True,True,True
1621,9480781256631966260,We had lots of shade.   Amazing series of bike paths.  From Margie Dailey Park to Blue Chip Casino   Michigan City.  78 miles nice and slow. Lots of stops.,2018-06-15,2.0,8.5,1.6,False,False,False
1622,9480781256631966260,Second SAG stop on Le Tour de Shore #2018,2018-06-15,2.0,8.5,1.6,False,False,False
1638,9480781256631966260,Hello Puget Sound!  Wedding bells this weekend for Mackenzie and Maks!,2018-06-22,2.5,7.375,1.6666666666666667,False,False,False
1639,9480781256631966260,"Sending Happy Birthday wishes to my Dad today.  Hope you have a wonderful birthday, Dad.  Sending love from London at the moment while i wait for plane to Düsseldorf.",2018-09-01,2.0,8.0,1.6,True,True,True
1640,9480781256631966260,"Day 1 (of three) in the books.  Generally went according to plan.  Remarkable Germany ... one lovely, orderly town after another.   Also saw some large scale industrial names in action along the Rhein River  (Cargill for one).  We were on bike paths the entire way.   Bikes are   the way of life here.  I’ll try for more pictures tomorrow.  Phone was packed away.",2018-09-03,2.0,8.0,1.6,True,True,True
1641,9480781256631966260,Few more shots of Cologne and Amsterdam ...,2018-09-08,2.0,8.0,1.6,True,True,True
239,9480781256631966260,It’s with a heavy heart that I’m sharing the news that our dad passed away on Saturday.   He was peaceful and strengthened by his perpetual faith.  We will miss him the rest of our days and will remember always the wonderful life he led.  I’m sharing the obituary that was written by the four of us with love and tears.. https://www.hccfh.org/obituary/Russell-G.-Conklin/Arizona/1816751,2018-10-04,2.0,8.0,1.6,True,True,True
1642,9480781256631966260,"For my Facebook friends who knew Raymond ...today he would have been 65.  He is in our hearts forever.   Happy Birthday, Raymond.  You are loved and missed.",2018-11-27,2.0,8.0,1.6,True,True,True
371,9480781256631966260,Fun night with friends from India.,2018-12-12,2.0,8.0,1.6,True,True,True
1944,9485960433259318193,"Went to a beautiful wedding this weekend, loved the barn scene!  So happy for you Connor and Emily Ochoa! 💓 (p.s.-yes my legs are white as a ghost 🙄)",2018-06-25,2.25,8.666666666666666,1.25,False,False,False
291,9485960433259318193,And just like that-6 whole years with Garmin have passed!. Thank you Nichole Burkhardt for always remembering and making all of us feel so special and important! . Cheers to many more! 🤘🥂,2018-08-27,2.3333333333333335,8.708333333333332,1.75,True,True,True
1945,9485960433259318193,"My best friend shared some unexpected news with me today, this little man had some recent changes to his heart. While she and her family knew Emmett would be going through more extensive surgeries throughout his life since he was born with a heart condition, His next surgery may be sooner than expected which shocks us all. I'm no doctor or mother so I have no idea what all is involved and I have no idea of the wretched uncertainty my best friend and her husband may be feeling at this time but I do know that her children are the closest things I've ever had to children and my heart is hurting for little Emmie and his family today. He's been through hell and back already and he's only 2.75 years old so I have no doubt he'll get through it, i just wish i could take away all the stress and pain he may endure. All the prayers and love and well wishes are appreciated at this time for Abigail Flinn and her family. Let the fight begin! #loveyouaEmmie #youreneveralonebuddy #prayersforEmmie",2018-09-24,2.3333333333333335,8.708333333333332,1.75,True,True,True
425,9485960433259318193,"I''m gonna brag for a sec-. I got a trainer! . About a month and a half ago, I made a decision to do something BIG and life changing for myself. I decided im going to enter a bikini competition with NANBF in April 2019. (Welp, now that all of Facebook knows...I definitely cant back out! Cheers to accountability!). I''ve been dieting nearly two months and have been with Lydia Reynolds just a few days shy of a month! She has taught me so much, has lifted me up, has encouraged me and really, she has been a friend and counselor to me through these lifestyle changes and early morning lifting sessions that I''ve been putting in and I couldn''t be more thankful that I''ve had the opportunity to learn and grow with/from her!. Thanks Lydia, for reminding me of my worth, reiterating the importance of self love and helping to pave my way to greatness! . If you''re looking for a trainer and you like witty, goofy, and super motivational humans-hit her up or DM her on insta! @Adventure_grl_. Thanks for all you do, boo! Glad I know ya . 👌🏻😘🤩☝🏻🤪",2018-10-26,2.3333333333333335,8.708333333333332,1.75,True,True,True
1946,9485960433259318193,"Transformation THURSDAY (I know it''s supposed to be Tuesday but I march to the beat of my own drum 🥁🤩). Here I am on the left at 134lbs on July 25th 2018 pre coach/prep and on the right at 124lb this morning after Chest and Core at the gym!. There''s no doubt this ish is HARD. . The diet restrictions, not getting to go out and have a beer or two, sticking to a grind and waking up before the sun to pump that iron 6 days a week and only 1 single tbsp of peanut butter per week, people!! 😂. While it''s hard and frustrating some days, the reward is glorious. I feel good, I have to put my mind to work, talk to myself when I have cravings and challenge my body by upping that weight all the time! I gave myself the ultimate challenge and I definitely wouldnt change it.. This transformation photo was not even on purpose, I was organizing my photos into albums and found that old sports bra pic from 4 months ago! Remembered I took a picture in the mirror practicing my arm gesture for front pose and put them together and I couldn''t believe my eyes! 😍. A piece of advice- Always be a little kinder than necessary, challenge yourself, follow your heart every single time and step out of your comfort zone every once in a while. 🌍🏋️‍♀️💪🏻💟🔥. Happy Thursday!",2018-11-15,2.3333333333333335,8.708333333333332,1.75,True,True,True
1947,9485960433259318193,When your boyfriend drives downtown to pick up tickets for a concert that's on your bucket list- immediately after informing him they were coming to town! #thanksbabe #freakingout #CHVRCHES,2018-11-28,2.3333333333333335,8.708333333333332,1.75,True,True,True
1948,9485960433259318193,CHVRCHES was amazing! I was fangirling so hard when I saw Lauren Mayberry come out on stage for the first time! TK and I were lucky enough to get to meet The Moth And The Flame afterwards!! Probably the best concert I've been to yet!,2018-12-05,2.3333333333333335,8.708333333333332,1.75,True,True,True
1949,9485960433259318193,"Spent the weekend at the lake with mom for her birthday! We baked a ton and I got to meet Annie, a handicapped woman my mom takes care of on Saturday's. Annie is so full of life, positive and thankful. I want to be just like her when I grow up! 😊 I hope everyone has had a beautiful weekend! 🤩",2018-12-09,2.3333333333333335,8.708333333333332,1.75,True,True,True
658,9503545953274412325,Group work with shitty team mates are the worst...These people are supposed professionals - I can't imagine them actually being in the work force,2018-04-25,2.5,8.666666666666666,1.75,False,False,False
558,9503545953274412325,Wizarding World of Harry Potter here I come - it's been 20 years since I've gone to Orlando...crazy,2018-06-01,2.0,9.666666666666666,1.1666666666666667,False,False,False
171,9503545953274412325,Hogwarts here I come - I want all the butter beer,2018-06-02,2.0,8.75,1.3333333333333333,False,False,False
172,9503545953274412325,The beach life,2018-06-02,2.0,8.75,1.3333333333333333,False,False,False
173,9503545953274412325,Didn't get this in Portland cause I was cashless so now I have to make do in Orlando,2018-06-02,2.0,8.75,1.3333333333333333,False,False,False
174,9503545953274412325,Single rider lines are the best - 5 min wait into Escape from Gringotts,2018-06-02,2.0,8.75,1.3333333333333333,False,False,False
659,9503545953274412325,"The day I got my Hogwarts letter in the mail, discovered butterbeer, and learned that wand magic takes a special touch.",2018-06-04,1.8,7.5,1.4,False,False,False
660,9503545953274412325,Let's go explore Peru or the Patagonia Wensi Chen,2018-06-10,2.75,7.5,1.5,False,False,False
661,9503545953274412325,I’m ready for San Francisco and the 60 degree weather - this heat is crazy,2018-07-02,2.5,8.5,1.6666666666666667,True,True,True
662,9503545953274412325,Things I learned today while driving to Newark on the radio:. 1. Jimmy Carter is 93 and more coherent and thoughtful than the current idiot in chief ... And I didn''t realize he was a nuclear scientist and he''s been married to his wife for almost 73 years!. 2. Epcot is actually an acronym for experimental prototype community of tomorrow that Walt never saw come to fruition. 3. Disney World is specially districted and known as the Vatican with Mickey Ears and also it has no churches and is somehow the happiest place on Earth - perhaps we all need to reevaluate the purpose of religion,2018-07-04,2.5,8.5,1.6666666666666667,True,True,True
663,9503545953274412325,Argh I have no priority pass lounge access in terminal c - more reasons to hate United,2018-07-04,2.5,8.5,1.6666666666666667,True,True,True
664,9503545953274412325,I'm ready for some 60s and 70s,2018-07-04,2.5,8.5,1.6666666666666667,True,True,True
665,9503545953274412325,The one day I should've sat in a window seat but it was still pretty cool seeing all the sparkles from the aisle seat,2018-07-05,2.5,8.5,1.6666666666666667,True,True,True
666,9503545953274412325,Good to know I'm not going crazy since I couldn't maneuver the bathroom on the plane this AM - the bathrooms really have shrunk so airlines can profit - there's only 22.4 inches of space from wall to sink now,2018-07-10,2.5,8.5,1.6666666666666667,True,True,True
585,9503545953274412325,My flight just got cancelled because of storms tonight...and it was a rush to get flights for next day to get back in time for a wedding - why the fuck doesn't southwest just book you on the next available nonstop flight?!?,2018-07-27,2.5,8.5,1.6666666666666667,True,True,True
667,9503545953274412325,Who wants to join me to Maui from Feb 21 - Mar 4?,2018-08-09,2.5,8.5,1.6666666666666667,True,True,True
668,9503545953274412325,"Saw a bunch of Asians in lines - of course it turned out to be a line for free stuff from Target opening and ice cream. Managed to get all the summer things I forgot on this roadtrip - aloe, sunscreen, and a USB fan",2018-08-19,2.5,8.5,1.6666666666666667,True,True,True
669,9503545953274412325,"Day 3: . - Flushing, NY: Shanghai You for Dim Sum, JMart, lots of random eats . - Portland, ME: East Promenade Trail, High Roller Lobster Co. , Passing glances of the Portland Observatory and City Hall, ended with finally watching Crazy Rich Asians",2018-08-21,2.5,8.5,1.6666666666666667,True,True,True
670,9503545953274412325,"Day 4:. Portland, ME: Market Street Eats, 3-hour mailboat ferry ride around Casco Bay, J''s Oyster, Portland Observatory. Bar Harbor,ME: Sunset @ Cadillac Mountain, Bar Harbor Lobster Co.",2018-08-22,2.5,8.5,1.6666666666666667,True,True,True
671,9503545953274412325,Ugh woke up at 4 am to watch the sunrise and after 12 hours of driving I'm finally home - so tired 😪,2018-08-24,2.5,8.5,1.6666666666666667,True,True,True
672,9503545953274412325,"Day 5 (8/22/18). Acadia National Park: attempted to watch the sunrise but rain/fog got in the way, walked around the Witch Hole Pond and Jordan Pond House, tried popovers for the first time, delicious ice cream (Maine Sweet Cream and Marscapone Lemon flavor) at Mt. Desert Ice cream shop, explored the rest of Bar Harbor Main Street and Side Street for dinner",2018-08-24,2.5,8.5,1.6666666666666667,True,True,True
673,9503545953274412325,"Day 6 (8/23/18) . Acadia National Park - finally made it to see the sunrise, stopped by Thunder Hole, Sand Beach and Otter Point, ate at Everyday Joe''s and picked up another lobster roll special at Downeast Deli and Boxed Lunch Co. . Portland,ME - stopped by on return drive to see the Portland Head Light we missed the first time. Twelve hours drive home and finally back in Philadelphia. Until next time Maine - I think it''s my favorite New England state",2018-08-24,2.5,8.5,1.6666666666666667,True,True,True
674,9503545953274412325,Sad my mom is leaving...in true Asian style she ended up helping me do laundry and clean my house because she said she knew I was busy,2018-08-26,2.5,8.5,1.6666666666666667,True,True,True
